PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,10.0,34205719,process was so quick and easy the best ever
10.0,8.0,34205720,the ease of use
10.0,10.0,34205722,expediency
10.0,10.0,34205724,everything was fast and easy and transparent
10.0,10.0,34205725,fast and easy
10.0,8.0,34205727,the ease
8.0,5.0,34205729,the due date would have been better if it was out further the loan origination fee was not noted and is to high
10.0,8.0,34205730,loans and insurance
10.0,10.0,34205731,very fast decisions do not have to wait forever for a decision on if you are approved or not
8.0,6.0,34205732,took several attempts to download the needed documents to get the loan approved
10.0,10.0,34205733,i have done business with you all in the past i love the way you all handle customers service
10.0,8.0,34205734,clarity and simplicity
10.0,10.0,34205735,smooth process competitive interest rate quick disbursement of funds
10.0,10.0,34205740,consolidation
10.0,10.0,34205745,very quick low interest rate
10.0,10.0,34205747,customer service
10.0,9.0,34205748,the speed of approval but mainly the apr
10.0,10.0,34205749,steps easy to apply and approved
10.0,10.0,34205750,all whom i spoke to where very pleasant
10.0,10.0,34205751,the rate the ease of applying the quick deposit
10.0,10.0,34205753,very affordable apr and too fast to transfer funds
10.0,10.0,34205754,i have already referred two friends one of which has already been approved for her loan after speaking with a financial counselor i learned what peertopeer loans were applied and was approved with money in bank within three days i wish i would have used this offer earlier this a great service that free up almost  a month that i work with my financial counselor to start a savings emergency fund etc i had been recieving the flyers in the mail for about a year and always thoght that it was a debt consolidation loan that would hurt my credit score
10.0,10.0,34205755,best egg trusts in me to provide me with a loan the process was extremly easy the customer service was wonderful always helpful and nice
10.0,9.0,34205757,professional and hassle free
10.0,10.0,34205758,to purchase a car next year
10.0,9.0,34205759,cause it was hassle free and the terms were acceptable
10.0,10.0,34205760,i am pleasantly surprised this was the easiest loan i have ever received
10.0,9.0,34205761,easy and quick
10.0,10.0,34205762,such a smooth process this was such a quick simple easy process i am so excited to have a much lower interest rate then my credit cards i consolidated debt and the gentlemen i worked with was helpful
8.0,7.0,34205763,the origin fee was not accounted for in the initial statement the exact numbers were not put forth transparently
10.0,10.0,34205769,quick service
10.0,10.0,34205771,low rate extremely easy and quick to fund
10.0,10.0,34205773,delivered the funds to my account in less than  days this is very impressive best egg worked diligently
10.0,9.0,34205775,received many ridiculously high offers best egg gave me the best deal in terms of interest rate
10.0,8.0,34205776,flexibility
8.0,10.0,34205779,rate
10.0,10.0,34205780,how i manage my money in order to pay my bills on time this score determines how trustworthy i am
10.0,10.0,34205781,to know that i manage my money well knowing that it is critical for me to pay my bills on time
10.0,10.0,34205783,i filed for bankruptcy in 
10.0,10.0,34205784,quick and easy with reasonable rates
10.0,9.0,34205786,i have been denied loans in the past because i do not get a weeklybiweekly pay check ease of application and proof of employment
10.0,10.0,34205787,quick no surprizes ease of application and approval process
10.0,10.0,34205792,efficient and curious and straightforward
10.0,10.0,34205793,the ease to obtain the loan
10.0,10.0,34205794,to know that i manage my money well in order to always pay my bills on time
10.0,10.0,34205795,fast and straightforward
10.0,9.0,34205796,very easy and very courteous helpers
8.0,8.0,34205797,did not notify me you needed more financial info
10.0,10.0,34205798,were able to help me out 
10.0,10.0,34205799,efficent
8.0,8.0,34205805,no to bad interes rate but couldbe better
10.0,10.0,34205807,i got funding fast
10.0,10.0,34205809,good rates fast service
8.0,7.0,34205813,process was easy rate is a little more than i would have liked
10.0,10.0,34205814,fast efficient service
8.0,8.0,34205815,i do not give  satisfied with the deal
10.0,10.0,34205816,how quick and easy the process was to get the loan
10.0,10.0,34205820,they were able to help me when i was turned down by other companies
10.0,10.0,34205821,simplicity professionalism results
10.0,10.0,34205822,easy application and quick response
10.0,10.0,34205823,fast
10.0,10.0,34205824,very quick and simple process very fast response
8.0,8.0,34205827,welldid not like the origination fee and the fact that i received several emails from credit improvement companies after i accepted your loan aside from that the experience was greatwould have been a  without the above
10.0,10.0,34205829,surprisingly easy and fast
10.0,10.0,34205830,process was simple will recommend to anyone i know in the market
10.0,9.0,34205833,i did have to talk to a customer service rep at one point and was not very impressed with her skills or knowledge it was a fairly painless and easy process
10.0,10.0,34205834,excellent customer service and fast action
10.0,10.0,34205835,process was so very easy
10.0,10.0,34205836,safety and speed of loan application  excellent customer service
10.0,10.0,34205837,it was very smooth and easy and not super intrusive
10.0,10.0,34205838,i like not having to talk to anyone it was quick efficient it was all automated the ease of obtaining a loan money was deposited the next day
10.0,8.0,34205839,process was not too bad
10.0,10.0,34205841,easy to follow
10.0,10.0,34205842,easyfast application reasonable interest rate and term
10.0,10.0,34205844,easy process
10.0,10.0,34205845,how easy the website was to use and you recieved the information very quickly about the loan interest rate and payment schedule
10.0,10.0,34205847,so easy
10.0,10.0,34205848,easy communication quick response
10.0,10.0,34205850,very easy process
10.0,8.0,34205851,quick and friendly
10.0,10.0,34205857,speed of getting funds very easy to apply
8.0,7.0,34205859,some things that they require is hard to get would not except the bank statement for my ss deposit
10.0,10.0,34205860,easy
8.0,8.0,34205861,i did not receive as much as i was needing i thought i would get more i have been working on my credit for about  yrs now interest rates a lil high
8.0,8.0,34205862,unknown
10.0,10.0,34205863,efficient and streamlined process
10.0,10.0,34205864,ease of process friendly customer seevice
10.0,10.0,34205865,no headaches the whole process was seamless and stressless
10.0,10.0,34205867,very fast service
10.0,10.0,34205871,speed
10.0,10.0,34205872,very good customer service
10.0,10.0,34205873,interest rate and friendliness
10.0,9.0,34205874,time
10.0,10.0,34205875,i really was a bit worried with an online application but i guess it is the wave of the new business era it was very easy
10.0,10.0,34205876,very easy application and approval process
10.0,10.0,34205877,it is was so easy and fast to get your reply
10.0,10.0,34205878,easiness of the whole experience
8.0,8.0,34205879,i realize someone called me  days prior after i did an inquiry into status would have liked more email updates about where i stood i would have been faster in my response had that come across in an email
10.0,10.0,34205885,convenient and easy without affecting my credit score
10.0,10.0,34205886,estan bien yo para ellos estar bien con mi familia
10.0,10.0,34205887,the whole process was very simple accurate and fast
10.0,10.0,34205888,easy application fast approval quick processing
10.0,8.0,34205889,process was easy customer service representatives were very friendly and knowledgeable
10.0,10.0,34205891,ease of applying
10.0,10.0,34205893,you communicated with me throughout the process and provided me with everything i needed in order to make an informed decision i am a fan in this day and age where customer service is somewhat nonexistent you have somehow found a way to provide top notch service virtually dear best egg thank you for making the loan application process quick and simple you treated me as such even before you welcomed me as a client
10.0,10.0,34205895,convenient and very easy application process
10.0,10.0,34205896,happy
10.0,10.0,34205897,knowledge of job curtesy short time it took
10.0,10.0,34205899,quick estimate and smooth and easy process
10.0,10.0,34205900,everything about the process was easy and rates were lower than what i expected
10.0,9.0,34205901,pay off
10.0,10.0,34205902,steamless process
10.0,10.0,34205904,easy to apply funded quickly
10.0,10.0,34205905,quick response
10.0,10.0,34205911,speed and ease of using the service
10.0,10.0,34205915,fast easy
10.0,9.0,34205916,the interest rate
10.0,9.0,34205918,most of the people i know are on fixed incomes and they pay as they go
10.0,10.0,34205919,you will are just great
8.0,3.0,34205923,interest rates are too high
10.0,10.0,34205924,it was wonderful to get instant approval and have the money wired directly to my bank account i was impressed how quick and easy the process was this is the most efficient way to get a personal loan i was able to set up my automatic payments right away too
8.0,7.0,34205925,income verification was more difficult than it needed to be
10.0,10.0,34205928,easy and convenient
10.0,10.0,34205929,after i provided them with all the required documents they immediately approved the loan
10.0,10.0,34205930,very nice expeerience with your staff in handling my request for a loan puting my mind at ease
10.0,7.0,34205935,the new loan has a higher interest rate i had a lower interest rate on a previous loan i had with best egg i was hoping to get a lower interest rate since i have been a good customer with best egg
10.0,8.0,34205938,timely in your response and convenient
10.0,10.0,34205939,the process was kind and simple respectful
10.0,10.0,34205940,being able to get the loan i needed and the quick service you provided
10.0,9.0,34205941,awesome service
10.0,10.0,34205943,funeral
10.0,9.0,34205944,it was quick and easy
8.0,8.0,34205947,the turnaround was good but i felt it could have been just a little quicker because i would have like to have known i was approved a little faster
10.0,10.0,34205951,quick easy
10.0,10.0,34205952,great user experience
10.0,9.0,34205953,easy to use
10.0,10.0,34205954,the process was fast and easy ðÿ˜�
10.0,10.0,34205956,friendliness of staff smooth  fast process
10.0,10.0,34205960,it was very very fast
10.0,10.0,34205962,the process was very easy to complete
10.0,10.0,34205964,smooth and quick process
10.0,9.0,34205966,quick and efficient easy app process
10.0,10.0,34205967,easy application and so quick
10.0,10.0,34205968,consolidate
10.0,9.0,34205969,i do not like having outstanding debt
10.0,10.0,34205970,very kind and fast
10.0,10.0,34205972,ease of application and rapid deposit of funds
10.0,10.0,34205973,effortless
10.0,10.0,34205974,hassle free my loan was approved within  day quick and short application process
10.0,10.0,34205975,very easy application process and super fast funds deposit
10.0,10.0,34205979,ease of application process i was kept up to date during the process with emails letting me know what to expect next in the process and information on repayment etc
10.0,10.0,34205982,it was an easy process
10.0,10.0,34205983,easy
10.0,10.0,34205984,the process was so quick and easy i had my money within  business day
10.0,10.0,34205985,it was soo easy
10.0,10.0,34205986,how easy and quickly i was able to get a loan
10.0,10.0,34205987,the ease and simplicity of applying as well as the entire process from application to funding
10.0,10.0,34205989,very simple process
10.0,8.0,34205990,everyone i talked to with a question was very nice it was very simple
10.0,10.0,34205991,timely
10.0,10.0,34205992,everyone was very professional and helpful when i called
10.0,10.0,34205996,good credit standing
10.0,9.0,34205997,it was an easy process and nice customer service
10.0,10.0,34205998,ease of application process
10.0,9.0,34205999,quick friendly service
10.0,10.0,34206000,was the easiest loan process i have ever seen and done
10.0,10.0,34206001,easy application very fast funding
10.0,10.0,34206005,it is so easy
10.0,9.0,34206007,quick and easy process
10.0,8.0,34206010,fast and friendly
10.0,10.0,34206013,everything about the process was smooth no hassle free
10.0,10.0,34206014,fast answered all question
10.0,8.0,34206015,yes best egg is good i get my fun in  thanks i will pay back to best egg on time in  months
10.0,10.0,34206016,service ease of getting loan
10.0,10.0,34206017,fast and easy
10.0,10.0,34206018,quick service
10.0,10.0,34206019,it was quick and easy
10.0,10.0,34206021,knowledgeable reps fast funding reasonable interest rates fast efficient service no wait no hassles no red tape
10.0,10.0,34206022,consolidating debt
10.0,10.0,34206026,thanks best egg for your great service easy quick and funded fast
10.0,9.0,34206027,quick
10.0,10.0,34206028,for my future credit
10.0,10.0,34206029,the easiness and quickness of the process
10.0,10.0,34206030,was done in a professional and respectable way manner in which i was handled
10.0,10.0,34206032,the fact that you were able to review approve  deliver in a timely manner was greatly appreciated
10.0,10.0,34206033,i was really surprised and pleased the response time between the application getting a call and then getting the loan was minimal
10.0,10.0,34206034,you get better rate
10.0,9.0,34206039,better buying power
10.0,10.0,34206044,everything was soo quick and super easy
10.0,9.0,34206045,simple steps for providing necessary information for the loan and fast response back from best egg on approval of the loan
10.0,10.0,34206046,it was a very easy online process that was quick and did not require tons if documentation
10.0,10.0,34206047,i was skeptical and pleasantly surprised it was fast very unobtrusive
10.0,8.0,34206049,interest rates were better than most
10.0,8.0,34206050,the process was pretty quick and painless
8.0,8.0,34206051,fairly easy application process
10.0,10.0,34206053,what score does not mean much as i am old and not going for a large purchase my credit score
10.0,10.0,34206054,very timely approval and processing of my loan
10.0,10.0,34206057,quick response
10.0,10.0,34206058,it was fast easy and hassle free
10.0,10.0,34206059,the process was very easy
10.0,8.0,34206060,cause they help me and explain to me that made it simple and easy to apply
10.0,10.0,34206062,options made available made me feel secure in the decision i had made to consolidate thank you prompt response
10.0,10.0,34206064,ease of application
8.0,7.0,34206065,it would be higher if i could sign in on the internet and make an extra payment i am signed up for automatic payments
10.0,10.0,34206066,best egg made the loan process very easy
10.0,10.0,34206067,i knew whether i was approved right away or not it was a very easy and simple application to complete and the funds are received or delivered in a very timely fashion
10.0,9.0,34206069,i love your customer service they are wonderful
10.0,10.0,34206070,i could go on your company is great because of the turnaround of the loan  easy loan application and great rates thank you 
10.0,10.0,34206071,very quick and easy and very satisfied
10.0,10.0,34206077,the process was extremely simple but thorough i had just completed a   loan with prosper and then requested a new one  and was denied i was able to easily upload the requested financial documents so best egg came through where prosper failed me my approval came within days
10.0,10.0,34206078,the simplicity and dignity of the process
10.0,10.0,34206079,ease and efficiency of the process
10.0,7.0,34206080,easy application process
10.0,10.0,34206082,very easy to apply with quick results
10.0,10.0,34206085,quick and efficient process
10.0,10.0,34206088,to have good credit
10.0,10.0,34206090,greateasy processquick response
10.0,10.0,34206091,painless everything is laid out clearly from the start from the amount payment terms etc this was the most painless applicationapproval process i have ever experienced next day funds were there i only had to upload two documents and got my approval in  hours
10.0,10.0,34206092,speed simplicity
10.0,10.0,34206093,it was incredibly convenient and positive to get another loan with best egg
10.0,10.0,34206094,fast
10.0,7.0,34206097,ease of application
10.0,10.0,34206098,very good quick service
8.0,10.0,34206101,well if you need money its great best the interest rate is pretty high
10.0,10.0,34206102,the funds were distributed quickly the rates were in the range of other loaners it was easy to apply
10.0,10.0,34206103,this is the absolute quickest and easiest way to get a loan
10.0,10.0,34206110,the people i talked to understood why i need the loan and were very informative and friendly
10.0,10.0,34206116,fast easy and what i needed no bs it was exactly what was presented
10.0,10.0,34206117,especially on chat which was brief good thing but very helpful service was good be was able to accommodate my needs with out much hassle
8.0,9.0,34206118,take a short time to get a loan
8.0,9.0,34206119,friendly quick easy i did not give a  because i do not like the loan fee in todays market it is not good business in my opinion
10.0,10.0,34206120,by how quick and easy the whole process was
10.0,10.0,34206121,very easy application process
10.0,10.0,34206123,the quickness of getting the loan approved
10.0,10.0,34206125,you helped me when big banks would not excellent customer service very easy enrollment
10.0,9.0,34206126,prompt responses quick turnaround with funds clear terms friendly customer service
10.0,9.0,34206128,rate and speed of service
10.0,10.0,34206129,the whole process was simple straightforward and fast
10.0,10.0,34206132,the help this financial bank provides and so easy to do it on line
10.0,10.0,34206133,quick
10.0,10.0,34206134,money deposited in account in  days easy to understand instructions great customer service fast beginning to end process
10.0,10.0,34206135,helpful and friendly personal
10.0,8.0,34206141,people i talked to were very nice
10.0,8.0,34206142,everyone was very pleasant  professional
8.0,6.0,34206143,however it was lower than the credit card interest this loan had a much higher interest rate than my last one
10.0,10.0,34206144,service was quick my questions were answer without any problems everyone was just very helpful
10.0,10.0,34206145,peace of mind rebuilding my credit
10.0,10.0,34206146,very easy application process and competitive rates
10.0,10.0,34206147,have fair credit and they helped me with a loan to pay off my bills
10.0,10.0,34206149,to bring up my credit score an begin again
10.0,10.0,34206154,the process is easy confidential and quick
10.0,10.0,34206157,the speed ease  reliability of best egg is hard to beat
10.0,10.0,34206158,after reading all the reviews it made me make my decision to apply and it was the decision i ever made
10.0,10.0,34206159,the process was seamless and orderly
10.0,10.0,34206160,the loan process was extremely easy and fast
8.0,7.0,34206161,the apr rate was not great and am supposed to get an amazon gift card which was advertised when i applied the loan but nothing came up  what is going on
10.0,10.0,34206162,user friendly interface quick response
10.0,10.0,34206166,the quick response and ease of navigating the application
10.0,10.0,34206167,easy
10.0,10.0,34206169,interest rate and funded quickly
10.0,10.0,34206171,to improve it
10.0,6.0,34206174,do not understand question
10.0,10.0,34206181,is not which you can apply in the privacy of your own home
10.0,10.0,34206183,the convenience of getting the loan and professionalism of the company
10.0,10.0,34206184,very fast
10.0,10.0,34206185,will highly recommend fast great rate and easy application
10.0,10.0,34206188,that you are very helpful
10.0,10.0,34206189,you have excellent rates and are extremely efficient thank you all this is my  loan with best egg and i have never liked any loan company that much
10.0,10.0,34206190,they gave me a chance to consolidate my debt the application process was simple
10.0,10.0,34206191,speedy and easy process
10.0,9.0,34206192,quick and helpful staff it was easy
10.0,10.0,34206194,the promptness
10.0,10.0,34206196,simple convenient and did not take very long to process
10.0,10.0,34206197,checking rates with o hitting credit right away
8.0,8.0,34206198,i waited  days then called again with the  person securing the loan in  minutes by making the call to my bank  because the first person i spoke to never told me they could validate my account number over the phone ease of navigation regarding website
10.0,10.0,34206199,i got the loan with no problems
10.0,10.0,34206201,optional increase and decrease of initial requested loan amount ease of use initial application process did not change my credit score
10.0,10.0,34206202,quick and easy process
10.0,10.0,34206203,payoff high credit cards debts
10.0,10.0,34206204,simplicity
10.0,10.0,34206205,ease of applying and a lower interest rate then you stated
10.0,10.0,34206206,not too much requirements
10.0,7.0,34206207,very convenient
10.0,10.0,34206208,good rate and quick response so easy to apply anf upload documents thanks
10.0,10.0,34206210,the staff were very friendly and helpful the loan process was quick and easy
10.0,10.0,34206211,quick approval and fast deposit of funds
10.0,10.0,34206212,ease of process
10.0,10.0,34206213,very user friendly and quick results
10.0,10.0,34206215,very easy process for acquiring the loan
10.0,8.0,34206216,easy
10.0,10.0,34206217,i reviewed several and was very happy to go through best egg read reviews that best egg was reliable information quickly available and easy to pay back especially with no prepayment penalty
10.0,10.0,34206218,very easy to work with and quick
10.0,10.0,34206219,no harassing phone calls it was easy and all done online
10.0,10.0,34206220,great customer service very efficient
10.0,10.0,34206222,applying for the loan was quick and easy no headache no hassle
10.0,10.0,34206223,ease
10.0,10.0,34206225,good customer service
10.0,10.0,34206226,fast communication
10.0,10.0,34206228,the ease of the process and the representative i chatted with was very helpful
10.0,8.0,34206229,ease of application and getting the money
10.0,10.0,34206230,christmas time and vacation coming up the money will help in so much for the holidays just in time thank you so much richard
8.0,8.0,34206231,never paid one before originator fee
10.0,10.0,34206235,on time
10.0,10.0,34206239,the money was in my account within  day the process was easy after months of throwing the letters out i opened the most recent letter and did some research online and went ahead and applied even a personal loan had i not received information about best egg in the mail i would have never considered best egg
10.0,10.0,34206242,helpful
10.0,10.0,34206243,the low apr and the fees
10.0,10.0,34206244,simple and quick
10.0,10.0,34206245,made for a non stressful request it was a streamlined process
10.0,10.0,34206247,very easy process and market rates
10.0,10.0,34206249,safe convenient  fast for good credit
10.0,10.0,34206252,quick service
10.0,9.0,34206254,easy application and quick funding
8.0,6.0,34206256,well i do appreciate the loan i did not want to borrow on the equity of my home i was simple  quick â€¦ a lower interest rate would have been nicer
10.0,10.0,34206261,smooth experience from start to finish and fast loan decision also i like the fact that i was given more than one loan termpmt options very fast turn around as far as loan closing and funds availability
10.0,10.0,34206262,buffet is processing of my loan request
10.0,9.0,34206263,connected with an actual person
10.0,10.0,34206265,process was streamlined and easy
10.0,10.0,34206266,money was available within  hrs approval process was simple quick and straight forward
10.0,10.0,34206267,it was easy to apply and fast to get approved
10.0,9.0,34206268,my second loan went so easy online
10.0,10.0,34206269,service was excellent
10.0,10.0,34206270,fast processing quick responses to my questions
10.0,10.0,34206271,fast and easy
10.0,9.0,34206272, yrs
10.0,10.0,34206274,just how easy it was
10.0,10.0,34206276,quick and easy process
10.0,10.0,34206277,super easy and fast 
10.0,10.0,34206278,the funds were in my account when they said they would be was ble to sign up for auto pay during approval process reasonable rates and very timely approval
10.0,10.0,34206284,quick easy
10.0,10.0,34206287,very quick in verifying and funding my loan
10.0,10.0,34206288,the approval process is quick and within a couple of days you have the funds you need deposited into your account the overall near painless process in searching for the loan and terms that fit your needs
10.0,8.0,34206289,easy to apply and quick response
10.0,10.0,34206290,quick and easy
10.0,10.0,34206292,the entire process was easy
10.0,10.0,34206294,you have been there for me when i needed a loan
10.0,10.0,34206296,ease and any questions answered
10.0,10.0,34206297,i inadvertently sent one form twice i immediately received a call from the csr informing me that additional information was required almost instantaneously my loan was approved customer service reps were all very polite helpful and quick to respond i will say that was quick service i provided the information
10.0,9.0,34206301,very easy to navigate website processed very quickly good experience
10.0,10.0,34206302,your company is so very helpful thank you soo much polite customer service quick assistance
10.0,10.0,34206304,so easy to walk through the process and your agent was wonderful
10.0,9.0,34206305,this will help so much i needed the money helping with things because of my father passing away
10.0,10.0,34206306,very simple and fast application process
10.0,10.0,34206308,convenient fast easy and great experience
10.0,10.0,34206309,the user friendly website and ease of the application process
10.0,10.0,34206312,very easy process and great customer service
10.0,9.0,34206313,good service
10.0,10.0,34206316,they aproved my loan so fast
10.0,10.0,34206317,fast efficient and no joke
10.0,9.0,34206321,simple and fast
10.0,10.0,34206323,very easy and fast loan process
10.0,10.0,34206326,thank you best egg  it does not get any faster than that  the application process was so easy it took less than two days from the time i filed my application to getting the money deposited in my account and their web site is very safe to use best egg made it so very easy and fast to get a loan more so than going to a bank or any loan institution i will recommend best egg to any who is in need of a loan
10.0,10.0,34206327,because best egg wasted no time getting me approved and the money was in my account in  days
10.0,10.0,34206329,easy to use fully online
10.0,9.0,34206330,quickness in getting a loan
10.0,10.0,34206332,quick and easy process
10.0,10.0,34206333,with the three options i was given i was able to find one that had an apr i could live with  i would not have accepted the loan if i only had the first option that popped up which was the case with the other lenders i received offers from i really appreciated being able to see multiple loan amountsrepayment periods and corresponding interest rates so i could pick the option that had the most favorable terms for my situation overall
10.0,10.0,34206334,it was easy to handle and quick no nonsense
10.0,10.0,34206335,the easiest and the fastet process hassel free transaction
10.0,10.0,34206336,helpful knowledgeable customer service quick turn around
10.0,10.0,34206337,no hassle quick response loan i have done many loans over the years with lending club prosper and others and this was the absolute best experience i have encountered the money was in my account within two days it was amazing
10.0,10.0,34206338,easy and fast
10.0,10.0,34206340,professional and fast service
10.0,10.0,34206345,the ease of getting the loan
10.0,9.0,34206346,the prompt response and easy to speak live with someone
10.0,10.0,34206347,you made it easy and stayed on the phone with me to help me go through all the steps while i was on computer thank you very much
10.0,10.0,34206350,easy quick professional
10.0,10.0,34206352,efficient and quick response to my application
10.0,10.0,34206359,willing to help you get things done
10.0,9.0,34206360,the loan process was done in a short period of time
8.0,7.0,34206362,that is not necessary should not be required there is other ways to set up auto withdraw i do not like giving user name and password to bank accounts
10.0,8.0,34206364,very good customer care the loan approval is very fast
10.0,10.0,34206365,easy access to apply the whole process is quick and easy no long waiting periods
10.0,10.0,34206368,quick and easy
10.0,10.0,34206369,very easy to understand and very quick
10.0,10.0,34206371,easy and fast
10.0,10.0,34206372,i felt confident throughout the loan process that i was working with a leander that really cares about helping me
10.0,9.0,34206374,easy application very quick turnaround
10.0,10.0,34206376,so incredibly easy to apply and get funded
10.0,10.0,34206377,nice and considerate gave me what i needed and wanted very helpful in all phases
10.0,10.0,34206378,best egg made very easy to get a loan
10.0,10.0,34206382,so fast
10.0,9.0,34206383,quick easy communication and i had my money within a couple of days
8.0,6.0,34206384,not much experience with lending process
10.0,9.0,34206385,the money was sent in a day it was quick and easy to get approved
10.0,9.0,34206386,was very easy to sign up for and use however i began to doubt myself with the simplicity of it now that i have received the funds i can truly say it is very easy and painless
10.0,9.0,34206388,i was really struggling to pay off my credit card bills and the money came really fast
10.0,10.0,34206389,quick and easy process
10.0,10.0,34206394,no pain
10.0,9.0,34206398,the level of timeliness to get it approved
10.0,8.0,34206399,easy to apply
10.0,10.0,34206401,i have good credit but the ease and speed of getting a loan in an unlikely time i am not sure the experience most people have but mine was exceptional i am grateful well truthfully was astounding
10.0,10.0,34206403,very easy very quick
10.0,9.0,34206405,application process
10.0,10.0,34206406,easy process
10.0,10.0,34206407,everything went really smooth and no hazels
10.0,10.0,34206409,it was fast and efficient so i could take care of business
10.0,10.0,34206410,easy to usefast reliable service
10.0,8.0,34206413,to get better rates
8.0,6.0,34206414,interest rates are high so if someone else has the option to go elsewhere i would suggest it
10.0,10.0,34206415,it was easy fast and convenient and there was not beating around the bush
10.0,10.0,34206416,i was pleased with the ease of the process
10.0,8.0,34206417,it was fast and easy
10.0,9.0,34206418,i can pay off my bills
10.0,9.0,34206419,excellent interest rates
10.0,10.0,34206420,helped me when others would not
10.0,10.0,34206422,to get better rates and to get loans in need
10.0,10.0,34206424,the expediency at which the money was available in my account
10.0,10.0,34206425,giving me a chance to fix my financial situation quick funding process excellent customer service
10.0,10.0,34206426,yes i would definitely recommend best egg i received my loan quickly the process was very simple thank you also i had some questions and your customer service representative was very courteous and helpful
10.0,10.0,34206429,if i need help with financei i can get help from a company like yours
10.0,10.0,34206430,friendly
10.0,10.0,34206433,great people to talk to
10.0,8.0,34206434,the ease and quickness of application and response
10.0,10.0,34206435,makes life at little easy when u have good credit
10.0,10.0,34206436,the process was very easy and stress free
10.0,10.0,34206437,the representative that i spoke with regarding documents gave me simple ways to resolve the issue the immediate response to my request made me feel that the company cared about my needs they kept me updated on the progress of my request via email communications
10.0,10.0,34206438,thanks it was a painless process the terms were very clearly written and easy to understand in comparison to other lenders and the timing was exactly as stated had a good idea of what to expect and was very pleased to find my expectations were borne out i did research best egg beforehand
10.0,10.0,34206447,credit
10.0,10.0,34206449,easy process
8.0,5.0,34206450,i did not realize how much interest i will be paying for the small amount of the loan
10.0,10.0,34206451,ease of process
8.0,10.0,34206452,i am happy friendly courteous and ease of application rate is a little higher than i hoped
10.0,10.0,34206453,money was in my bank account in  days loan application was quick and easy
10.0,10.0,34206454,i was very satisfied with best egg the experience was very professional i would let others know about best egg
10.0,10.0,34206456,the quick painless process
10.0,10.0,34206457,easy and fast application response
10.0,10.0,34206459,good to know
10.0,10.0,34206460,the understanding way the loan officers listened to me about my specific financial situation was my favorite part of this process
10.0,9.0,34206462,quick efficient service for funding
10.0,10.0,34206465,cuss it was no hassle
10.0,10.0,34206470,quick response and quick deposit thank you
10.0,10.0,34206472,funding was so fast i needed the funds to payoff bills quick thank you
10.0,9.0,34206473,fast and hassle free
10.0,10.0,34206475,the ease of the entire process and how i was kept informed throughout
10.0,10.0,34206477,ease an speed an professionalism
10.0,10.0,34206480,the transaction went through quickly very professional and helpful
10.0,10.0,34206481,quick response to application and quick deposit of funds to my account directly so i could distribute it accordingly
10.0,10.0,34206482,convenience
10.0,9.0,34206484,ease of the process and quickness of answer
10.0,10.0,34206485,very easy to apply and a quick response
10.0,10.0,34206486,using available loan or loans to consolidate credit card payments and other expenses and the ability to monitor my credit scores weekly or daily
10.0,10.0,34206488,everything was explained when i asked a question
10.0,10.0,34206492,loan was given quickly i was treated respectfully
10.0,9.0,34206493,fast service and very easy
10.0,10.0,34206495,the process was easy and fast the interest rate that i received from best egg was by far the best of any competitors i am now on track to consolidating my debt into one payment and saving on interest
10.0,10.0,34206496,crucial in hopes of obtaining better and higher credit scores
10.0,10.0,34206498,quick turn around and professional handling of the entire process
10.0,8.0,34206500,easy of transaction
10.0,10.0,34206501,the ease and knowledge of the customer service people when applying
10.0,10.0,34206506,best egg is prompt fair and they do change your payment amount from month to month unlike other unsecured loan companies that add a fee every month thank you
10.0,10.0,34206507,you all were very easy to work with it was great
10.0,10.0,34206508,easy to apply and receive funds convenient website excellent loan rate
10.0,9.0,34206512,easy transaction
10.0,10.0,34206515,apr compared to other loans
10.0,9.0,34206516,very easy approval process
10.0,10.0,34206517,ease of navigating the website and the speed with which the loan was approved and deposited
10.0,10.0,34206518,no red tape very user friendly and rates based on personal score all info was at hand very fair
10.0,10.0,34206519,easy process and short turnaround time from approval until funds available
10.0,10.0,34206520,the ease of the process
10.0,10.0,34206522,convenient self explanatory and great customer service
10.0,8.0,34206523,great people to work with
10.0,10.0,34206525,easy to apply very prompt
10.0,10.0,34206527,easy outstanding i would definitely recommend the best day to everybody i know and then some the whole process was quick
10.0,10.0,34206529,responsibility
10.0,9.0,34206530,ease of going through the process and getting approved
10.0,10.0,34206532,ease of transaction
10.0,10.0,34206533,thank you for making a stressful situation easy and quick the representatives i spoke to were helpful courteous and respectful to my needs they requested two documents i faxed them and in no time i received an email that i was approved the process was so simple
10.0,10.0,34206538,no hassle applicationfast approval
10.0,10.0,34206539,great service and quick process
10.0,10.0,34206540,ease of processing
10.0,10.0,34206541,your friendly customer service and promptness
10.0,10.0,34206542,the approval process for my loan was very quick and really easy thank you so much not only was i happy to be approved for the load but it was quick easy and fast
10.0,7.0,34206543,a little but of miss information but process was fast and prompt and the rates seem very good
10.0,7.0,34206545,this was the second time i tried to get a loan not sure what that means my score this auto pay is not what i wanted this one was easy i am greatful to pay off my bills
10.0,10.0,34206546,ease of process and timeliness
10.0,9.0,34206548,quick processing time
10.0,8.0,34206549,family
10.0,8.0,34206551,relative ease of doing business
10.0,10.0,34206552,fast and efficient application quick delivery of funds
10.0,10.0,34206553,your kindness
10.0,10.0,34206554,fast and efficient service
10.0,10.0,34206555,quick and hasslefree
